Test ID,Timestamp,Environment,Keyword,Status,Pass Percentage (%),Matched/Total,Status Color,Response Time (ms),HTTP Status Code,Error Message,Test Duration (s)
TST_001,2025-11-05T23:54:06.786Z,prod-api,refrigerator (Refrigerators),PASS,100.00%,100/100,#C8E6C9,582,200,,0.62
TST_002,2025-11-05T23:54:07.549Z,prod-api,bosch dishwasher (Dishwashers),PASS,100.00%,10/10,#C8E6C9,84,200,,0.1
