Test ID,Timestamp,Environment,Keyword,Status,Pass Percentage (%),Matched/Total,Status Color,Response Time (ms),HTTP Status Code,Error Message,Test Duration (s)
TST_487,2025-11-06T04:11:57.916Z,prod-api,gas wall oven (Wall Oven),PASS,10000.00%,10/10,#C8E6C9,1459,200,,1.49
TST_488,2025-11-06T04:12:03.233Z,prod-api,ge gas oven (Wall Oven),PASS,10000.00%,10/10,#C8E6C9,939,200,,0.96
TST_489,2025-11-06T04:12:08.553Z,prod-api,kitchenaid oven (Wall Oven),PASS,10000.00%,10/10,#C8E6C9,858,200,,0.88
TST_490,2025-11-06T04:12:13.814Z,prod-api,lg oven (Wall Oven),PASS,10000.00%,10/10,#C8E6C9,757,200,,0.77
TST_491,2025-11-06T04:12:19.179Z,prod-api,microwave & oven (Wall Oven),PASS,10000.00%,10/10,#C8E6C9,862,200,,0.88
TST_492,2025-11-06T04:12:24.175Z,prod-api,microwave (Microwave),PASS,10000.00%,100/100,#C8E6C9,269,200,,0.28
TST_493,2025-11-06T04:12:29.985Z,prod-api,microwave oven (Microwave),PASS,10000.00%,10/10,#C8E6C9,954,200,,0.97
TST_494,2025-11-06T04:12:35.821Z,prod-api,microwaves (Microwave),PASS,10000.00%,100/100,#C8E6C9,469,200,,0.5
TST_495,2025-11-06T04:12:42.705Z,prod-api,over the range microwave (Microwave),PASS,10000.00%,5/5,#C8E6C9,916,200,,0.93
TST_496,2025-11-06T04:12:49.215Z,prod-api,drawer microwave (Microwave),PASS,10000.00%,10/10,#C8E6C9,796,200,,0.81
TST_497,2025-11-06T04:12:55.596Z,prod-api,samsung microwave (Microwave),PASS,10000.00%,10/10,#C8E6C9,844,200,,0.86
TST_498,2025-11-06T04:13:02.621Z,prod-api,small microwave (Microwave),PASS,10000.00%,1/1,#C8E6C9,1202,200,,1.23
TST_499,2025-11-06T04:13:08.348Z,prod-api,whirlpool microwave (Microwave),PASS,10000.00%,10/10,#C8E6C9,894,200,,0.92
TST_500,2025-11-06T04:13:14.514Z,prod-api,countertop microwave (Microwave),PASS,10000.00%,10/10,#C8E6C9,866,200,,0.88
TST_501,2025-11-06T04:13:20.208Z,prod-api,ge microwave (Microwave),PASS,10000.00%,10/10,#C8E6C9,759,200,,0.77
TST_502,2025-11-06T04:13:26.268Z,prod-api,microwave drawer (Microwave),PASS,10000.00%,10/10,#C8E6C9,1097,200,,1.11
TST_503,2025-11-06T04:13:33.315Z,prod-api,built in microwave (Microwave),PASS,10000.00%,10/10,#C8E6C9,939,200,,0.95
TST_504,2025-11-06T04:13:40.259Z,prod-api,frigidaire microwave (Microwave),PASS,10000.00%,3/3,#C8E6C9,678,200,,0.68
TST_505,2025-11-06T04:13:47.384Z,prod-api,lg microwave (Microwave),PASS,10000.00%,10/10,#C8E6C9,845,200,,0.86
TST_506,2025-11-06T04:13:54.436Z,prod-api,kitchenaid microwave (Microwave),PASS,10000.00%,10/10,#C8E6C9,832,200,,0.85
TST_507,2025-11-06T04:14:00.358Z,prod-api,microwave air fryer combo (Microwave),PASS,10000.00%,10/10,#C8E6C9,768,200,,0.78
TST_508,2025-11-06T04:14:06.685Z,prod-api,mini microwave (Microwave),PASS,10000.00%,1/1,#C8E6C9,834,200,,0.84
TST_509,2025-11-06T04:14:13.019Z,prod-api,cheap microwave (Microwave),PASS,10000.00%,10/10,#C8E6C9,919,200,,0.93
TST_510,2025-11-06T04:14:19.185Z,prod-api,general electric microwave (Microwave),PASS,10000.00%,10/10,#C8E6C9,919,200,,0.93
TST_511,2025-11-06T04:14:26.009Z,prod-api,ge profile microwave (Microwave),PASS,10000.00%,10/10,#C8E6C9,810,200,,0.85
TST_512,2025-11-06T04:14:33.238Z,prod-api,microwave cabinet (Microwave),PASS,10000.00%,1/1,#C8E6C9,667,200,,0.7
TST_513,2025-11-06T04:14:39.128Z,prod-api,microwave ovens (Microwave),PASS,10000.00%,10/10,#C8E6C9,637,200,,0.68
TST_514,2025-11-06T04:14:45.823Z,prod-api,microwaves on sale (Microwave),PASS,10000.00%,10/10,#C8E6C9,1090,200,,1.1
TST_515,2025-11-06T04:14:52.743Z,prod-api,otr microwave (Microwave),PASS,10000.00%,10/10,#C8E6C9,802,200,,0.82
TST_516,2025-11-06T04:15:00.457Z,prod-api,over the range microwave oven (Microwave),PASS,10000.00%,10/10,#C8E6C9,1341,200,,1.36
TST_517,2025-11-06T04:15:07.006Z,prod-api,over the range microwaves (Microwave),PASS,10000.00%,5/5,#C8E6C9,608,200,,0.62
TST_518,2025-11-06T04:15:13.517Z,prod-api,above range microwave (Microwave),PASS,10000.00%,10/10,#C8E6C9,613,200,,0.63
TST_519,2025-11-06T04:15:20.017Z,prod-api,above stove microwave (Microwave),PASS,10000.00%,10/10,#C8E6C9,652,200,,0.67
TST_520,2025-11-06T04:15:26.316Z,prod-api,ge microwaves (Microwave),PASS,10000.00%,10/10,#C8E6C9,937,200,,0.95
TST_521,2025-11-06T04:15:33.114Z,prod-api,kitchen aid microwave (Microwave),PASS,10000.00%,10/10,#C8E6C9,664,200,,0.68
TST_522,2025-11-06T04:15:39.700Z,prod-api,microwave oven combo (Microwave),PASS,10000.00%,10/10,#C8E6C9,953,200,,0.97
TST_523,2025-11-06T04:15:46.040Z,prod-api,microwave sale (Microwave),PASS,10000.00%,10/10,#C8E6C9,622,200,,0.64
TST_524,2025-11-06T04:15:52.490Z,prod-api,over range microwave (Microwave),PASS,10000.00%,5/5,#C8E6C9,710,200,,0.72
TST_525,2025-11-06T04:15:59.095Z,prod-api,over the stove microwave (Microwave),PASS,10000.00%,5/5,#C8E6C9,624,200,,0.66
TST_526,2025-11-06T04:16:05.812Z,prod-api,overhead microwave (Microwave),PASS,10000.00%,10/10,#C8E6C9,578,200,,0.59
TST_527,2025-11-06T04:16:13.120Z,prod-api,samsung over the range microwave (Microwave),PASS,10000.00%,10/10,#C8E6C9,1078,200,,1.09
TST_528,2025-11-06T04:16:19.194Z,prod-api,sharp carousel microwave (Microwave),PASS,10000.00%,2/2,#C8E6C9,823,200,,0.84
TST_529,2025-11-06T04:16:25.325Z,prod-api,sharp microwave drawer (Microwave),PASS,10000.00%,8/8,#C8E6C9,860,200,,0.87
TST_530,2025-11-06T04:16:31.303Z,prod-api,whirlpool over the range microwave (Microwave),PASS,10000.00%,10/10,#C8E6C9,959,200,,0.97
TST_531,2025-11-06T04:16:37.140Z,prod-api,air fryer microwave (Microwave),PASS,10000.00%,10/10,#C8E6C9,809,200,,0.82
TST_532,2025-11-06T04:16:44.292Z,prod-api,built in microwaves (Microwave),PASS,10000.00%,10/10,#C8E6C9,917,200,,0.93
TST_533,2025-11-06T04:16:51.331Z,prod-api,convection microwaves (Microwave),PASS,10000.00%,10/10,#C8E6C9,1007,200,,1.02
TST_534,2025-11-06T04:16:59.075Z,prod-api,microwave above stove (Microwave),PASS,10000.00%,10/10,#C8E6C9,1198,200,,1.22
TST_535,2025-11-06T04:17:06.284Z,prod-api,microwave over the range (Microwave),PASS,10000.00%,10/10,#C8E6C9,982,200,,1
TST_536,2025-11-06T04:17:13.630Z,prod-api,oven microwave combo (Microwave),PASS,10000.00%,10/10,#C8E6C9,828,200,,0.84
TST_537,2025-11-06T04:17:19.088Z,prod-api,over the range microwave ovens (Microwave),PASS,10000.00%,10/10,#C8E6C9,714,200,,0.73
TST_538,2025-11-06T04:17:24.592Z,prod-api,sharp microwave drawer (Microwave),PASS,10000.00%,8/8,#C8E6C9,82,200,,0.1
TST_539,2025-11-06T04:17:31.440Z,prod-api,small microwaves (Microwave),PASS,10000.00%,1/1,#C8E6C9,878,200,,0.9
TST_540,2025-11-06T04:17:37.925Z,prod-api,stainless steel microwave (Microwave),PASS,10000.00%,10/10,#C8E6C9,845,200,,0.86
TST_541,2025-11-06T04:17:44.363Z,prod-api,under cabinet microwave (Microwave),PASS,10000.00%,1/1,#C8E6C9,877,200,,0.89
TST_542,2025-11-06T04:17:51.014Z,prod-api,range hood (Range Hood),PASS,10000.00%,10/10,#C8E6C9,1466,200,,1.48
TST_543,2025-11-06T04:17:57.018Z,prod-api,range hood vent (Range Hood),PASS,10000.00%,10/10,#C8E6C9,564,200,,0.58
TST_544,2025-11-06T04:18:03.600Z,prod-api,range hoods (Range Hood),PASS,10000.00%,10/10,#C8E6C9,1567,200,,1.58
TST_545,2025-11-06T04:18:09.568Z,prod-api,ductless range hood (Range Hood),PASS,10000.00%,2/2,#C8E6C9,655,200,,0.67
TST_546,2025-11-06T04:18:16.847Z,prod-api,broan range hood (Range Hood),PASS,10000.00%,10/10,#C8E6C9,901,200,,0.92
TST_547,2025-11-06T04:18:24.179Z,prod-api,under cabinet range hood (Range Hood),PASS,10000.00%,10/10,#C8E6C9,825,200,,0.84
TST_548,2025-11-06T04:18:31.898Z,prod-api,range hood cover (Range Hood),REVIEW,N/A,0/0,#FFE0B2,787,200,No results returned; requires manual review.,0.8
TST_549,2025-11-06T04:18:39.479Z,prod-api,island range hood (Range Hood),FAIL,9000.00%,9/10,#FFCDD2,835,200,"Matched 9 of 10 item(s). Sample mismatches: {categoryName: ""Cooking"", productName: ""Miele 43"" Ceiling Extractor with 625 CFM - Stainless Steel""}",0.85
TST_550,2025-11-06T04:18:49.795Z,prod-api,zline range hood (Range Hood),REVIEW,N/A,0/0,#FFE0B2,760,200,No results returned; requires manual review.,0.78
TST_551,2025-11-06T04:18:55.575Z,prod-api,hood range (Range Hood),PASS,10000.00%,1/1,#C8E6C9,852,200,,0.87
TST_552,2025-11-06T04:19:01.858Z,prod-api,microwave range hood (Range Hood),PASS,10000.00%,10/10,#C8E6C9,976,200,,1
TST_553,2025-11-06T04:19:07.808Z,prod-api,range hoods under cabinet (Range Hood),PASS,10000.00%,10/10,#C8E6C9,1164,200,,1.18
TST_554,2025-11-06T04:19:14.013Z,prod-api,stainless steel range hood (Range Hood),PASS,10000.00%,10/10,#C8E6C9,1181,200,,1.2
TST_555,2025-11-06T04:19:19.797Z,prod-api,best range hoods (Range Hood),REVIEW,N/A,0/0,#FFE0B2,646,200,No results returned; requires manual review.,0.66
TST_556,2025-11-06T04:19:26.449Z,prod-api,broan range hoods (Range Hood),PASS,10000.00%,10/10,#C8E6C9,890,200,,0.9
TST_557,2025-11-06T04:19:33.285Z,prod-api,kitchen aid range hood free standing (Range Hood),PASS,10000.00%,10/10,#C8E6C9,692,200,,0.7
TST_558,2025-11-06T04:19:40.405Z,prod-api,kitchen ductless range hoods (Range Hood),PASS,10000.00%,10/10,#C8E6C9,678,200,,0.7
TST_559,2025-11-06T04:19:48.031Z,prod-api,kitchenaid range hood freestanding (Range Hood),PASS,10000.00%,10/10,#C8E6C9,768,200,,0.78
TST_560,2025-11-06T04:19:55.372Z,prod-api,range hood filter (Range Hood),PASS,10000.00%,10/10,#C8E6C9,1088,200,,1.1
TST_561,2025-11-06T04:20:02.498Z,prod-api,range hood insert (Range Hood),PASS,10000.00%,10/10,#C8E6C9,1063,200,,1.08
TST_562,2025-11-06T04:20:09.111Z,prod-api,under cabinet oven range hood 30 inch (Range Hood),PASS,10000.00%,10/10,#C8E6C9,701,200,,0.71
TST_563,2025-11-06T04:20:16.903Z,prod-api,under cabinet range hoods (Range Hood),PASS,10000.00%,10/10,#C8E6C9,729,200,,0.75
TST_564,2025-11-06T04:20:24.558Z,prod-api,30 inch range hood (Range Hood),PASS,10000.00%,10/10,#C8E6C9,923,200,,0.94
TST_565,2025-11-06T04:20:31.644Z,prod-api,36 range hood (Range Hood),PASS,10000.00%,10/10,#C8E6C9,758,200,,0.77
TST_566,2025-11-06T04:20:38.567Z,prod-api,black range hood (Range Hood),PASS,10000.00%,10/10,#C8E6C9,864,200,,0.88
TST_567,2025-11-06T04:20:46.469Z,prod-api,ductless range hoods (Range Hood),PASS,10000.00%,2/2,#C8E6C9,979,200,,1
TST_568,2025-11-06T04:20:53.879Z,prod-api,oven range hood (Range Hood),PASS,10000.00%,10/10,#C8E6C9,983,200,,1.01
TST_569,2025-11-06T04:20:59.759Z,prod-api,range hoods for stove (Range Hood),PASS,10000.00%,10/10,#C8E6C9,897,200,,0.91
TST_570,2025-11-06T04:21:06.986Z,prod-api,under cabinet range hood exhaust (Range Hood),PASS,10000.00%,2/2,#C8E6C9,721,200,,0.73
TST_571,2025-11-06T04:21:15.145Z,prod-api,wall mount range hood (Range Hood),PASS,10000.00%,10/10,#C8E6C9,1155,200,,1.17
TST_572,2025-11-06T04:21:22.214Z,prod-api,zephyr range hoods (Range Hood),PASS,10000.00%,10/10,#C8E6C9,616,200,,0.63
TST_573,2025-11-06T04:21:30.634Z,prod-api,zephyr range hoods fan turns on by itself (Range Hood),PASS,10000.00%,10/10,#C8E6C9,1356,200,,1.37
TST_574,2025-11-06T04:21:38.313Z,prod-api,30 range hood (Range Hood),PASS,10000.00%,10/10,#C8E6C9,768,200,,0.79
TST_575,2025-11-06T04:21:45.975Z,prod-api,36 inch range hood (Range Hood),PASS,10000.00%,10/10,#C8E6C9,819,200,,0.84
TST_576,2025-11-06T04:21:53.314Z,prod-api,best range hood (Range Hood),REVIEW,N/A,0/0,#FFE0B2,606,200,No results returned; requires manual review.,0.61
TST_577,2025-11-06T04:22:00.884Z,prod-api,ducted range hood (Range Hood),PASS,10000.00%,10/10,#C8E6C9,829,200,,0.84
TST_578,2025-11-06T04:22:08.515Z,prod-api,ge range hood (Range Hood),PASS,10000.00%,10/10,#C8E6C9,772,200,,0.78
TST_579,2025-11-06T04:22:16.791Z,prod-api,island range hoods (Range Hood),FAIL,9000.00%,9/10,#FFCDD2,782,200,"Matched 9 of 10 item(s). Sample mismatches: {categoryName: ""Cooking"", productName: ""Miele 43"" Ceiling Extractor with 625 CFM - Stainless Steel""}",0.79
TST_580,2025-11-06T04:22:27.625Z,prod-api,kitchen range exhaust hoods (Range Hood),PASS,10000.00%,10/10,#C8E6C9,1299,200,,1.32
TST_581,2025-11-06T04:22:34.175Z,prod-api,kitchen range hood (Range Hood),PASS,10000.00%,10/10,#C8E6C9,1310,200,,1.34
TST_582,2025-11-06T04:22:40.619Z,prod-api,kitchen range hood luxury (Range Hood),PASS,10000.00%,10/10,#C8E6C9,929,200,,0.95
TST_583,2025-11-06T04:22:47.385Z,prod-api,kitchen range hood luxury modern (Range Hood),PASS,10000.00%,10/10,#C8E6C9,1164,200,,1.18
TST_584,2025-11-06T04:22:53.065Z,prod-api,kitchen hood (Range Hood),PASS,10000.00%,10/10,#C8E6C9,837,200,,0.85
TST_585,2025-11-06T04:22:59.608Z,prod-api,kitchen hoods (Range Hood),PASS,10000.00%,10/10,#C8E6C9,988,200,,1
TST_586,2025-11-06T04:23:07.100Z,prod-api,vent hood kitchen (Range Hood),REVIEW,N/A,0/0,#FFE0B2,919,200,No results returned; requires manual review.,0.94
TST_587,2025-11-06T04:23:14.620Z,prod-api,kitchen hood vent (Range Hood),PASS,10000.00%,10/10,#C8E6C9,999,200,,1.01
TST_588,2025-11-06T04:23:22.419Z,prod-api,kitchen ductless range hoods (Range Hood),PASS,10000.00%,10/10,#C8E6C9,594,200,,0.61
TST_589,2025-11-06T04:23:30.250Z,prod-api,kitchen vent hood (Range Hood),REVIEW,N/A,0/0,#FFE0B2,945,200,No results returned; requires manual review.,0.96
TST_590,2025-11-06T04:23:37.905Z,prod-api,hood vent kitchen (Range Hood),PASS,10000.00%,10/10,#C8E6C9,759,200,,0.77
TST_591,2025-11-06T04:23:45.786Z,prod-api,kitchen exhaust hood (Range Hood),PASS,10000.00%,10/10,#C8E6C9,962,200,,0.98
TST_592,2025-11-06T04:23:53.237Z,prod-api,miele built in coffee system (Coffee System),REVIEW,N/A,0/0,#FFE0B2,700,200,No results returned; requires manual review.,0.71
TST_593,2025-11-06T04:24:01.531Z,prod-api,stainless steel coffee system (Coffee System),PASS,10000.00%,10/10,#C8E6C9,1043,200,,1.06
TST_594,2025-11-06T04:24:09.398Z,prod-api,commercial coffee systems (Coffee System),FAIL,6000.00%,6/10,#FFCDD2,1001,200,"Matched 6 of 10 item(s). Sample mismatches: {categoryName: ""Cooking"", productName: ""Bosch 800 Series Fully Automatic Espresso Machine VeroCafe Piano Black, Removable Water Tank""}, {categoryName: ""Cooking"", productName: ""Bosch 800 Series Fully Automatic Espresso Machine VeroCafe Silver, Removable Water Tank""}, {categoryName: ""Cooking"", productName: ""Bosch 800 Series Fully Automatic Espresso Machine VeroCafe Stainless Steel, Removable Water Tank""}",1.01
TST_595,2025-11-06T04:24:20.117Z,prod-api,drip coffee system (Coffee System),PASS,10000.00%,1/1,#C8E6C9,1306,200,,1.33
TST_596,2025-11-06T04:24:26.915Z,prod-api,coffee maker (Coffee System),FAIL,0.00%,0/10,#FFCDD2,1019,200,"Matched 0 of 10 item(s). Sample mismatches: {categoryName: ""Dishwashers"", productName: ""Thermador Emerald 24"" Stainless Steel Top Control Built In Dishwasher with 16 Place Setting Capacity, 8 Wash Cycles""}, {categoryName: ""Dishwashers"", productName: ""LG 24 Inch Front Control Dishwasher with LoDecibel(TM) Operation, QuadWash(TM), Dynamic Dry(TM), NeveRust(TM) Stainless Steel Tub - Stainless Steel""}, {categoryName: ""Dishwashers"", productName: ""GE 24 Inch Fully Integrated Dishwasher with 16 Place Settings, 3-Level Wash, Dry Boost Technology(TM) - Stainless Steel""}",1.04
TST_597,2025-11-06T04:24:36.462Z,prod-api,smeg coffee maker (Coffee System),PASS,10000.00%,2/2,#C8E6C9,1109,200,,1.14
TST_598,2025-11-06T04:24:44.193Z,prod-api,drip coffee maker (Coffee System),FAIL,0.00%,0/10,#FFCDD2,2146,200,"Matched 0 of 10 item(s). Sample mismatches: {categoryName: ""Dishwashers"", productName: ""Thermador Emerald 24"" Stainless Steel Top Control Built In Dishwasher with 16 Place Setting Capacity, 8 Wash Cycles""}, {categoryName: ""Dishwashers"", productName: ""LG 24 Inch Front Control Dishwasher with LoDecibel(TM) Operation, QuadWash(TM), Dynamic Dry(TM), NeveRust(TM) Stainless Steel Tub - Stainless Steel""}, {categoryName: ""Dishwashers"", productName: ""GE 24 Inch Fully Integrated Dishwasher with 16 Place Settings, 3-Level Wash, Dry Boost Technology(TM) - Stainless Steel""}",2.17
TST_599,2025-11-06T04:24:54.713Z,prod-api,iced coffee maker (Coffee System),FAIL,0.00%,0/10,#FFCDD2,2064,200,"Matched 0 of 10 item(s). Sample mismatches: {categoryName: ""Dishwashers"", productName: ""Thermador Emerald 24"" Stainless Steel Top Control Built In Dishwasher with 16 Place Setting Capacity, 8 Wash Cycles""}, {categoryName: ""Dishwashers"", productName: ""LG 24 Inch Front Control Dishwasher with LoDecibel(TM) Operation, QuadWash(TM), Dynamic Dry(TM), NeveRust(TM) Stainless Steel Tub - Stainless Steel""}, {categoryName: ""Dishwashers"", productName: ""GE 24 Inch Fully Integrated Dishwasher with 16 Place Settings, 3-Level Wash, Dry Boost Technology(TM) - Stainless Steel""}",2.09
TST_600,2025-11-06T04:25:04.404Z,prod-api,coffee maker with grinder (Coffee System),FAIL,9000.00%,9/10,#FFCDD2,2129,200,"Matched 9 of 10 item(s). Sample mismatches: {categoryName: ""Dishwashers"", productName: ""Bosch 100 Series 24 in. Stainless Steel Front Control Smart Built-In Stainless Steel Tub Dishwasher, 48 dBA""}",2.17
TST_601,2025-11-06T04:25:15.362Z,prod-api,single serve coffee maker (Coffee System),FAIL,0.00%,0/10,#FFCDD2,2719,200,"Matched 0 of 10 item(s). Sample mismatches: {categoryName: ""Dishwashers"", productName: ""Thermador Emerald 24"" Stainless Steel Top Control Built In Dishwasher with 16 Place Setting Capacity, 8 Wash Cycles""}, {categoryName: ""Dishwashers"", productName: ""LG 24 Inch Front Control Dishwasher with LoDecibel(TM) Operation, QuadWash(TM), Dynamic Dry(TM), NeveRust(TM) Stainless Steel Tub - Stainless Steel""}, {categoryName: ""Dishwashers"", productName: ""GE 24 Inch Fully Integrated Dishwasher with 16 Place Settings, 3-Level Wash, Dry Boost Technology(TM) - Stainless Steel""}",2.75
TST_602,2025-11-06T04:25:24.464Z,prod-api,miele coffee maker (Coffee System),PASS,10000.00%,10/10,#C8E6C9,1032,200,,1.06
TST_603,2025-11-06T04:25:31.144Z,prod-api,kitchenaid coffee maker (Coffee System),PASS,10000.00%,10/10,#C8E6C9,1361,200,,1.38
TST_604,2025-11-06T04:25:38.853Z,prod-api,espresso coffee maker (Coffee System),FAIL,0.00%,0/10,#FFCDD2,2132,200,"Matched 0 of 10 item(s). Sample mismatches: {categoryName: ""Dishwashers"", productName: ""Thermador Emerald 24"" Stainless Steel Top Control Built In Dishwasher with 16 Place Setting Capacity, 8 Wash Cycles""}, {categoryName: ""Dishwashers"", productName: ""LG 24 Inch Front Control Dishwasher with LoDecibel(TM) Operation, QuadWash(TM), Dynamic Dry(TM), NeveRust(TM) Stainless Steel Tub - Stainless Steel""}, {categoryName: ""Dishwashers"", productName: ""GE 24 Inch Fully Integrated Dishwasher with 16 Place Settings, 3-Level Wash, Dry Boost Technology(TM) - Stainless Steel""}",2.15
TST_605,2025-11-06T04:25:47.694Z,prod-api,coffee grinder and maker (Coffee System),PASS,10000.00%,1/1,#C8E6C9,1350,200,,1.36
TST_606,2025-11-06T04:25:54.909Z,prod-api,coffee machine (Coffee System),FAIL,0.00%,0/10,#FFCDD2,1903,200,"Matched 0 of 10 item(s). Sample mismatches: {categoryName: ""Dishwashers"", productName: ""Thermador Emerald 24"" Stainless Steel Top Control Built In Dishwasher with 16 Place Setting Capacity, 8 Wash Cycles""}, {categoryName: ""Dishwashers"", productName: ""LG 24 Inch Front Control Dishwasher with LoDecibel(TM) Operation, QuadWash(TM), Dynamic Dry(TM), NeveRust(TM) Stainless Steel Tub - Stainless Steel""}, {categoryName: ""Dishwashers"", productName: ""GE 24 Inch Fully Integrated Dishwasher with 16 Place Settings, 3-Level Wash, Dry Boost Technology(TM) - Stainless Steel""}",1.93
TST_607,2025-11-06T04:26:03.270Z,prod-api,coffee machines (Coffee System),FAIL,2000.00%,2/10,#FFCDD2,1115,200,"Matched 2 of 10 item(s). Sample mismatches: {categoryName: ""Washers & Dryers"", productName: ""GE Unitized Spacemaker(R) 2.3 cu. ft. Capacity Washer with Stainless Steel Basket and 4.4 cu. ft. Capacity Electric Dryer""}, {categoryName: ""Washers & Dryers"", productName: ""Frigidaire 3.9 cu. ft. Washer and 5.5 cu. ft. Electric Dryer Combo with Quick Wash, Dry Cycle and MaxFill Wash Cycle""}, {categoryName: ""Washers & Dryers"", productName: ""Frigidaire 3.9 cu. ft. Washer and 5.5 cu. ft. Gas Dryer Combo with Quick Wash & Dry Cycle, MaxFill and Long Vent - White""}",1.15
TST_608,2025-11-06T04:26:13.078Z,prod-api,brew coffee machines (Coffee System),FAIL,0.00%,0/10,#FFCDD2,1602,200,"Matched 0 of 10 item(s). Sample mismatches: {categoryName: ""Washers & Dryers"", productName: ""GE Unitized Spacemaker(R) 2.3 cu. ft. Capacity Washer with Stainless Steel Basket and 4.4 cu. ft. Capacity Electric Dryer""}, {categoryName: ""Washers & Dryers"", productName: ""Frigidaire 3.9 cu. ft. Washer and 5.5 cu. ft. Electric Dryer Combo with Quick Wash, Dry Cycle and MaxFill Wash Cycle""}, {categoryName: ""Washers & Dryers"", productName: ""Frigidaire 3.9 cu. ft. Washer and 5.5 cu. ft. Gas Dryer Combo with Quick Wash & Dry Cycle, MaxFill and Long Vent - White""}",1.64
TST_609,2025-11-06T04:26:22.346Z,prod-api,coffee drip machine (Coffee System),FAIL,0.00%,0/10,#FFCDD2,929,200,"Matched 0 of 10 item(s). Sample mismatches: {categoryName: ""Washers & Dryers"", productName: ""GE Unitized Spacemaker(R) 2.3 cu. ft. Capacity Washer with Stainless Steel Basket and 4.4 cu. ft. Capacity Electric Dryer""}, {categoryName: ""Washers & Dryers"", productName: ""Frigidaire 3.9 cu. ft. Washer and 5.5 cu. ft. Electric Dryer Combo with Quick Wash, Dry Cycle and MaxFill Wash Cycle""}, {categoryName: ""Washers & Dryers"", productName: ""Frigidaire 3.9 cu. ft. Washer and 5.5 cu. ft. Gas Dryer Combo with Quick Wash & Dry Cycle, MaxFill and Long Vent - White""}",0.96
TST_610,2025-11-06T04:26:32.739Z,prod-api,coffee machine with grinder (Coffee System),FAIL,9000.00%,9/10,#FFCDD2,2109,200,"Matched 9 of 10 item(s). Sample mismatches: {categoryName: ""Dishwashers"", productName: ""Bosch 100 Series 24 in. Stainless Steel Front Control Smart Built-In Stainless Steel Tub Dishwasher, 48 dBA""}",2.13
TST_611,2025-11-06T04:26:41.925Z,prod-api,commercial coffee machines (Coffee System),FAIL,0.00%,0/10,#FFCDD2,1272,200,"Matched 0 of 10 item(s). Sample mismatches: {categoryName: ""Washers & Dryers"", productName: ""GE Unitized Spacemaker(R) 2.3 cu. ft. Capacity Washer with Stainless Steel Basket and 4.4 cu. ft. Capacity Electric Dryer""}, {categoryName: ""Washers & Dryers"", productName: ""Frigidaire 3.9 cu. ft. Washer and 5.5 cu. ft. Electric Dryer Combo with Quick Wash, Dry Cycle and MaxFill Wash Cycle""}, {categoryName: ""Washers & Dryers"", productName: ""Frigidaire 3.9 cu. ft. Washer and 5.5 cu. ft. Gas Dryer Combo with Quick Wash & Dry Cycle, MaxFill and Long Vent - White""}",1.31
TST_612,2025-11-06T04:26:50.595Z,prod-api,commercial coffee machines (Coffee System),FAIL,0.00%,0/10,#FFCDD2,317,200,"Matched 0 of 10 item(s). Sample mismatches: {categoryName: ""Washers & Dryers"", productName: ""GE Unitized Spacemaker(R) 2.3 cu. ft. Capacity Washer with Stainless Steel Basket and 4.4 cu. ft. Capacity Electric Dryer""}, {categoryName: ""Washers & Dryers"", productName: ""Frigidaire 3.9 cu. ft. Washer and 5.5 cu. ft. Electric Dryer Combo with Quick Wash, Dry Cycle and MaxFill Wash Cycle""}, {categoryName: ""Washers & Dryers"", productName: ""Frigidaire 3.9 cu. ft. Washer and 5.5 cu. ft. Gas Dryer Combo with Quick Wash & Dry Cycle, MaxFill and Long Vent - White""}",0.34
TST_613,2025-11-06T04:27:01.417Z,prod-api,espresso coffee machine (Coffee System),FAIL,0.00%,0/10,#FFCDD2,2477,200,"Matched 0 of 10 item(s). Sample mismatches: {categoryName: ""Dishwashers"", productName: ""Thermador Emerald 24"" Stainless Steel Top Control Built In Dishwasher with 16 Place Setting Capacity, 8 Wash Cycles""}, {categoryName: ""Dishwashers"", productName: ""LG 24 Inch Front Control Dishwasher with LoDecibel(TM) Operation, QuadWash(TM), Dynamic Dry(TM), NeveRust(TM) Stainless Steel Tub - Stainless Steel""}, {categoryName: ""Dishwashers"", productName: ""GE 24 Inch Fully Integrated Dishwasher with 16 Place Settings, 3-Level Wash, Dry Boost Technology(TM) - Stainless Steel""}",2.51
TST_614,2025-11-06T04:27:10.630Z,prod-api,pour over coffee machine (Coffee System),FAIL,0.00%,0/10,#FFCDD2,1020,200,"Matched 0 of 10 item(s). Sample mismatches: {categoryName: ""Dishwashers"", productName: ""Thermador Emerald 24"" Stainless Steel Top Control Built In Dishwasher with 16 Place Setting Capacity, 8 Wash Cycles""}, {categoryName: ""Dishwashers"", productName: ""LG 24 Inch Front Control Dishwasher with LoDecibel(TM) Operation, QuadWash(TM), Dynamic Dry(TM), NeveRust(TM) Stainless Steel Tub - Stainless Steel""}, {categoryName: ""Dishwashers"", productName: ""GE 24 Inch Fully Integrated Dishwasher with 16 Place Settings, 3-Level Wash, Dry Boost Technology(TM) - Stainless Steel""}",1.06
